course_code,slug,title,summary,description,category,subcategory,level,days,hours,price,day_rate,objectives,audience,prerequisites,includes,certificate,accreditor,delivery_modes,languages,trainer_ref,rating,reviews,bookings,scheme_name,scheme_owner,scheme_status,exam_questions,exam_format,exam_pass_mark,exam_duration,exam_book,certification_pathway,syllabus,self_paced,self_paced_price
C0001,leadership-essentials-for-new-managers,Leadership Essentials for New Managers,"A 1-day foundation-level programme covering Leadership Essentials for New Managers, within the wider context of leadership development. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 1-day foundation-level programme covering Leadership Essentials for New Managers, within the wider context of leadership development. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Leadership Development,Foundation,1,7,695,2950,Explain the key principles and terminology of leadership development|Run a working session with your team using the facilitation guide provided|Build and present a practical action plan to your stakeholders|Apply the core concepts confidently in your own organisation,Professionals new to the subject|Team members taking on the responsibility for the first time|Managers who need enough understanding to ask the right questions,None — this course starts from first principles.,"Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t06,4.5,201,374,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,235
C0206,self-service-bi-governance,Self-Service BI Governance,"A 3-day intermediate-level programme covering Self-Service BI Governance, within the wider context of data analytics & bi. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Self-Service BI Governance, within the wider context of data analytics & bi. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Data Analytics & BI,Intermediate,3,21,2645,2750,Explain the key principles and terminology of data analytics & bi|Avoid the most common implementation pitfalls seen in European organisations|Diagnose current-state gaps using a structured assessment framework|Run a working session with your team using the facilitation guide provided,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with data analytics & bi, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t11,4.9,120,170,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0207,kpi-and-metric-design-workshop,KPI and Metric Design Workshop,"A 2-day intermediate-level programme covering KPI and Metric Design Workshop, within the wider context of data analytics & bi. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering KPI and Metric Design Workshop, within the wider context of data analytics & bi. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Data Analytics & BI,Intermediate,2,14,1795,2950,"Explain the key principles and terminology of data analytics & bi|Avoid the most common implementation pitfalls seen in European organisations|Run a working session with your team using the facilitation guide provided|Use the provided templates, checklists and calculators after the course",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with data analytics & bi, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t04,4.6,39,243,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0208,excel-essentials,Excel Essentials,"A 1-day foundation-level programme covering Excel Essentials, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 1-day foundation-level programme covering Excel Essentials, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Foundation,1,7,795,2950,Explain the key principles and terminology of excel & spreadsheets|Build and present a practical action plan to your stakeholders|Run a working session with your team using the facilitation guide provided|Translate technical output into decisions your business audience understands,Professionals new to the subject|Team members taking on the responsibility for the first time|Managers who need enough understanding to ask the right questions,None — this course starts from first principles.,"Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t09,4.5,40,42,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,275
C0209,excel-intermediate,Excel Intermediate,"A 2-day intermediate-level programme covering Excel Intermediate, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering Excel Intermediate, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Intermediate,2,14,1795,2950,Explain the key principles and terminology of excel & spreadsheets|Benchmark your practice against industry standards and peer organisations|Avoid the most common implementation pitfalls seen in European organisations|Diagnose current-state gaps using a structured assessment framework,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t02,4.6,50,66,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,625
C0210,excel-advanced-formulas-and-functions,Excel Advanced Formulas and Functions,"A 5-day advanced-level programme covering Excel Advanced Formulas and Functions, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 5-day advanced-level programme covering Excel Advanced Formulas and Functions, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Advanced,5,35,4945,2750,Explain the key principles and terminology of excel & spreadsheets|Build and present a practical action plan to your stakeholders|Apply the core concepts confidently in your own organisation|Avoid the most common implementation pitfalls seen in European organisations,Experienced practitioners and specialists|People leading the function or the transformation|Those preparing for certification or a step up in scope,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t07,4.5,228,392,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,1725
C0211,excel-dashboards-and-reporting,Excel Dashboards and Reporting,"A 4-day advanced-level programme covering Excel Dashboards and Reporting, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 4-day advanced-level programme covering Excel Dashboards and Reporting, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Advanced,4,28,3945,2750,Explain the key principles and terminology of excel & spreadsheets|Translate technical output into decisions your business audience understands|Avoid the most common implementation pitfalls seen in European organisations|Build and present a practical action plan to your stakeholders,Experienced practitioners and specialists|People leading the function or the transformation|Those preparing for certification or a step up in scope,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t12,4.7,127,426,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,1375
C0212,excel-pivottables-masterclass,Excel PivotTables Masterclass,"A 5-day advanced-level programme covering Excel PivotTables Masterclass, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 5-day advanced-level programme covering Excel PivotTables Masterclass, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Advanced,5,35,4945,2750,Explain the key principles and terminology of excel & spreadsheets|Avoid the most common implementation pitfalls seen in European organisations|Diagnose current-state gaps using a structured assessment framework|Apply the core concepts confidently in your own organisation,Experienced practitioners and specialists|People leading the function or the transformation|Those preparing for certification or a step up in scope,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t05,4.9,180,214,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,1725
C0213,excel-power-pivot-and-data-model,Excel Power Pivot and Data Model,"A 3-day intermediate-level programme covering Excel Power Pivot and Data Model, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Excel Power Pivot and Data Model, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Intermediate,3,21,2645,2750,Explain the key principles and terminology of excel & spreadsheets|Avoid the most common implementation pitfalls seen in European organisations|Diagnose current-state gaps using a structured assessment framework|Benchmark your practice against industry standards and peer organisations,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t10,4.8,135,248,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,925
C0214,excel-vba-and-macros,Excel VBA and Macros,"A 3-day intermediate-level programme covering Excel VBA and Macros, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Excel VBA and Macros, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Intermediate,3,21,2645,2750,"Explain the key principles and terminology of excel & spreadsheets|Use the provided templates, checklists and calculators after the course|Translate technical output into decisions your business audience understands|Diagnose current-state gaps using a structured assessment framework",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t03,4.7,155,249,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,925
C0215,excel-for-data-analysis,Excel for Data Analysis,"A 3-day intermediate-level programme covering Excel for Data Analysis, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Excel for Data Analysis, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Intermediate,3,21,2645,2750,Explain the key principles and terminology of excel & spreadsheets|Apply the core concepts confidently in your own organisation|Benchmark your practice against industry standards and peer organisations|Translate technical output into decisions your business audience understands,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t08,4.9,40,295,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,925
C0216,excel-financial-functions,Excel Financial Functions,"A 3-day intermediate-level programme covering Excel Financial Functions, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Excel Financial Functions, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Intermediate,3,21,2645,2750,Explain the key principles and terminology of excel & spreadsheets|Avoid the most common implementation pitfalls seen in European organisations|Diagnose current-state gaps using a structured assessment framework|Apply the core concepts confidently in your own organisation,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t01,4.6,224,366,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,925
C0217,google-sheets-for-professionals,Google Sheets for Professionals,"A 3-day intermediate-level programme covering Google Sheets for Professionals, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Google Sheets for Professionals, within the wider context of excel & spreadsheets. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Technology & Digital Skills,Excel & Spreadsheets,Intermediate,3,21,2645,2750,"Explain the key principles and terminology of excel & spreadsheets|Use the provided templates, checklists and calculators after the course|Diagnose current-state gaps using a structured assessment framework|Benchmark your practice against industry standards and peer organisations",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with excel & spreadsheets, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t06,4.5,109,214,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Working with real data::Profiling, cleaning and shaping;Handling volume, nulls and bad joins;Validating the output before anyone sees it§Advanced patterns::Performance and cost considerations;Reusable structures and abstraction;Where the common approach breaks down§Governance and security::Access, permissions and least privilege;Data protection obligations in practice;Documentation and handover§Lab: build it on your own case::Applying the method to your own data;Peer review and expert feedback;Production-readiness checklist§Environment and tooling::Setting up the working environment;Connecting to real data sources;Version control and reproducibility§Core techniques, hands-on::Guided build from a blank start;The five operations you will use daily;Debugging when it does not work§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,925
